500 10000
159 406 453 
436 382 522 
118 45 144 
42 21 685 
109 445 821 
113 491 746 
32 31 469 
334 63 301 
247 257 57 
226 449 245 
221 32 86 
382 355 623 
209 232 581 
103 303 722 
387 146 68 
406 412 161 
365 419 12 
216 158 418 
153 327 735 
22 424 189 
434 144 974 
333 66 305 
66 198 710 
177 242 155 
89 230 118 
240 345 328 
334 497 336 
8 436 71 
426 323 122 
329 419 446 
424 296 966 
17 443 361 
270 271 350 
470 153 683 
412 60 989 
174 322 157 
221 364 793 
451 174 522 
323 175 988 
299 376 554 
480 390 901 
365 99 701 
85 308 621 
468 108 540 
301 213 90 
211 122 15 
292 417 822 
351 262 879 
127 417 414 
386 493 136 
205 242 440 
218 65 510 
136 322 444 
445 166 931 
235 368 289 
454 103 871 
164 373 346 
20 27 386 
321 206 628 
420 377 434 
300 40 539 
103 175 762 
314 70 788 
192 387 216 
239 90 991 
173 196 166 
406 178 733 
387 350 225 
227 89 422 
55 399 12 
199 385 13 
477 117 231 
14 475 424 
445 284 860 
344 113 185 
39 223 228 
57 79 892 
234 284 219 
115 198 112 
383 8 652 
77 405 577 
462 132 437 
440 357 267 
80 4 192 
22 462 816 
99 401 902 
158 489 566 
478 23 420 
224 48 95 
282 86 21 
455 388 853 
149 354 433 
375 161 706 
333 177 237 
112 361 731 
431 451 429 
299 416 549 
351 403 500 
172 489 136 
30 384 905 
136 226 109 
286 128 950 
218 384 488 
8 212 208 
207 149 616 
103 141 548 
162 148 784 
205 97 995 
448 91 701 
203 286 876 
133 130 141 
351 411 797 
192 493 231 
255 233 348 
181 268 562 
463 272 578 
261 367 101 
394 474 863 
359 431 312 
481 478 735 
57 221 309 
447 169 125 
265 393 302 
432 198 900 
458 337 186 
338 116 945 
204 17 607 
462 188 678 
440 252 871 
46 326 988 
347 158 528 
186 256 712 
378 454 802 
344 403 291 
7 363 314 
356 476 293 
234 496 295 
194 321 84 
317 411 22 
186 156 998 
139 387 454 
90 417 186 
340 385 177 
225 378 800 
361 493 772 
268 124 41 
53 427 204 
60 38 960 
351 28 332 
90 393 672 
287 453 811 
345 451 725 
211 350 326 
477 30 484 
228 190 534 
261 140 626 
172 490 421 
492 133 301 
411 446 158 
5 40 988 
412 335 38 
154 397 150 
212 413 671 
81 55 368 
162 230 515 
89 495 102 
137 323 801 
287 495 655 
298 78 679 
281 460 775 
58 176 667 
66 217 369 
419 185 319 
387 306 68 
188 467 264 
139 468 52 
474 338 291 
36 422 704 
288 208 185 
401 75 935 
128 302 57 
154 213 633 
105 230 280 
114 61 330 
289 329 646 
222 266 261 
71 320 297 
233 333 745 
218 500 111 
19 137 39 
464 429 597 
12 442 465 
62 114 91 
434 249 436 
473 467 978 
486 274 774 
478 336 951 
367 301 277 
18 52 136 
378 22 487 
446 495 749 
67 237 174 
219 339 760 
240 126 957 
51 180 314 
374 57 846 
319 182 387 
315 442 393 
21 461 666 
24 375 716 
135 103 493 
123 348 934 
202 293 509 
340 283 523 
61 325 380 
268 469 409 
180 477 889 
109 351 874 
109 458 544 
149 90 437 
412 23 46 
351 40 412 
475 424 175 
188 203 714 
484 358 384 
25 356 312 
28 284 839 
237 335 373 
1 75 231 
42 471 220 
159 436 657 
208 363 260 
3 485 688 
5 235 255 
307 418 344 
70 372 726 
182 108 822 
403 347 953 
235 272 962 
393 429 333 
17 459 664 
46 396 305 
80 192 389 
261 65 639 
422 214 481 
397 219 85 
410 201 781 
195 121 676 
427 359 160 
228 13 691 
441 247 582 
16 33 186 
223 276 512 
211 215 526 
25 321 478 
468 222 157 
50 354 678 
366 220 61 
103 149 712 
42 142 106 
175 169 702 
13 440 962 
90 264 711 
230 245 642 
277 223 293 
429 85 303 
326 415 391 
347 98 865 
399 289 13 
96 206 394 
430 243 699 
468 346 214 
373 280 73 
237 320 22 
366 67 503 
240 398 816 
430 191 538 
134 348 54 
453 333 683 
195 252 453 
134 200 953 
468 373 604 
117 353 142 
324 357 470 
48 225 516 
500 417 245 
455 373 569 
455 230 94 
231 274 25 
297 23 155 
169 248 544 
197 3 321 
353 374 945 
16 483 383 
237 62 510 
291 439 51 
290 164 290 
39 49 852 
395 494 98 
36 178 545 
183 20 8 
498 216 588 
24 77 877 
214 352 670 
343 66 782 
31 93 360 
229 348 775 
304 275 920 
271 181 898 
57 351 976 
158 25 246 
239 58 334 
372 157 337 
4 226 576 
210 326 586 
349 78 242 
416 446 711 
105 28 725 
232 454 94 
63 204 485 
269 176 234 
473 11 480 
274 192 675 
214 65 293 
491 489 11 
238 266 878 
500 495 152 
372 111 585 
294 223 680 
27 440 802 
174 438 395 
233 210 245 
450 161 799 
38 474 544 
21 15 920 
75 482 674 
337 241 515 
18 325 717 
158 170 11 
185 47 44 
184 310 191 
449 483 253 
85 108 439 
20 294 715 
156 29 779 
261 330 45 
12 184 961 
324 366 986 
50 164 304 
233 17 50 
171 187 957 
365 322 738 
425 270 518 
260 4 633 
194 417 339 
486 272 539 
162 113 80 
390 455 130 
421 474 994 
222 325 506 
110 91 14 
129 283 122 
493 265 261 
135 382 718 
59 166 287 
392 344 384 
89 308 517 
267 102 228 
301 167 960 
204 491 402 
115 353 499 
468 71 278 
216 358 273 
69 20 221 
480 14 811 
187 446 358 
377 403 559 
114 454 409 
410 251 647 
175 246 869 
428 12 11 
105 344 25 
132 158 419 
97 404 743 
171 405 768 
290 206 700 
195 416 124 
365 76 701 
224 168 381 
13 399 354 
115 339 723 
129 36 894 
420 498 885 
187 433 876 
431 319 110 
366 258 932 
365 470 768 
279 253 22 
447 283 660 
284 246 72 
5 258 924 
484 274 374 
214 336 627 
500 118 959 
311 381 299 
326 449 163 
94 456 546 
237 274 897 
131 308 985 
365 309 210 
353 69 903 
25 8 416 
376 424 477 
126 97 608 
105 100 689 
441 130 214 
332 378 252 
288 148 859 
481 219 607 
201 483 916 
86 350 629 
307 215 27 
69 431 124 
310 234 871 
48 82 690 
390 370 675 
224 470 234 
101 5 824 
434 200 580 
120 144 143 
105 114 250 
130 355 862 
112 3 2 
484 199 778 
230 26 396 
224 226 318 
398 282 955 
95 480 423 
467 253 394 
410 392 200 
239 85 608 
453 460 858 
419 139 471 
365 460 536 
280 237 52 
461 203 306 
369 452 495 
384 300 946 
254 407 790 
297 185 578 
113 386 257 
162 150 119 
429 257 318 
188 464 569 
21 219 544 
336 74 784 
8 424 988 
169 319 70 
473 396 625 
375 55 609 
67 19 970 
282 424 302 
174 485 943 
290 436 19 
165 472 686 
148 103 770 
376 485 225 
428 171 52 
63 181 115 
223 168 353 
8 363 773 
222 61 383 
340 243 712 
375 342 78 
203 361 440 
144 203 499 
417 389 738 
351 304 566 
252 79 685 
167 310 923 
315 84 342 
153 303 501 
88 354 241 
147 171 647 
366 109 32 
336 186 991 
321 378 143 
291 495 981 
214 4 888 
339 257 510 
468 269 42 
330 352 462 
422 92 1000 
29 325 852 
184 395 155 
339 156 166 
320 343 595 
223 443 439 
65 208 655 
139 413 628 
334 123 966 
383 105 136 
47 323 707 
469 378 944 
165 439 882 
258 267 94 
147 282 511 
462 447 466 
254 4 165 
446 492 765 
461 162 335 
148 464 491 
3 142 475 
444 393 530 
413 87 543 
211 148 17 
143 145 384 
95 136 77 
447 282 259 
484 124 24 
282 79 694 
492 490 349 
123 81 471 
222 380 370 
160 378 299 
46 22 936 
375 81 545 
312 25 63 
282 26 725 
106 401 182 
391 31 512 
98 223 259 
95 188 238 
351 296 304 
285 362 997 
54 304 161 
57 7 109 
333 355 257 
382 246 841 
293 68 346 
116 16 793 
73 237 605 
148 236 438 
276 338 80 
293 339 613 
120 24 727 
55 380 451 
188 5 575 
335 344 549 
289 331 134 
28 2 655 
113 472 794 
295 35 916 
335 24 239 
359 66 924 
433 77 773 
217 144 807 
450 470 87 
163 472 473 
369 495 957 
483 135 680 
400 440 368 
308 98 446 
428 94 605 
12 205 363 
479 378 980 
234 209 406 
340 274 749 
499 411 385 
267 426 53 
176 362 203 
206 492 524 
275 386 35 
358 468 749 
110 377 186 
279 389 430 
22 485 305 
393 186 298 
133 152 336 
66 409 462 
460 193 204 
145 347 460 
487 160 169 
457 76 305 
113 124 700 
368 327 413 
149 447 23 
286 468 935 
50 278 938 
94 475 198 
232 57 823 
109 482 74 
334 366 413 
77 221 98 
35 92 15 
384 354 620 
428 397 417 
250 250 570 
217 488 519 
486 200 159 
182 205 295 
243 368 271 
278 93 110 
179 122 162 
276 175 29 
454 61 257 
428 164 114 
317 136 703 
366 412 192 
469 140 926 
224 43 104 
224 406 377 
381 285 915 
40 408 168 
381 142 320 
146 456 493 
6 415 547 
261 73 385 
205 308 616 
432 324 505 
344 460 752 
24 438 117 
335 258 710 
359 489 486 
25 445 664 
229 103 70 
392 219 384 
219 321 748 
205 319 32 
319 314 340 
257 148 382 
241 431 640 
237 286 202 
85 50 773 
446 88 809 
426 10 139 
196 37 487 
279 101 198 
235 48 725 
123 193 896 
272 474 56 
147 222 564 
140 407 894 
64 458 76 
12 328 358 
103 125 791 
330 63 976 
411 111 758 
238 193 671 
91 87 965 
151 180 348 
466 319 905 
434 195 515 
216 184 881 
426 386 612 
448 469 902 
230 164 250 
239 385 637 
344 412 254 
16 414 678 
212 26 255 
404 493 485 
173 244 761 
295 61 693 
116 217 690 
413 366 221 
162 399 457 
67 429 798 
440 467 846 
205 329 204 
475 310 364 
455 113 129 
433 394 761 
443 52 653 
258 287 504 
280 30 446 
485 266 329 
128 276 4 
254 106 563 
278 321 854 
296 72 844 
78 251 167 
461 199 134 
478 218 383 
450 471 624 
479 386 434 
54 12 894 
435 382 471 
209 197 407 
220 67 620 
69 135 976 
166 344 575 
224 298 747 
211 441 377 
99 54 889 
96 321 389 
186 60 657 
258 495 545 
79 33 413 
152 473 554 
388 170 505 
440 175 945 
275 242 781 
208 409 584 
297 141 650 
220 72 486 
391 216 313 
191 365 905 
320 473 184 
270 114 444 
65 443 369 
49 240 694 
169 336 421 
236 377 602 
44 199 715 
482 450 763 
419 311 453 
485 347 544 
263 316 935 
431 151 472 
446 118 534 
439 452 106 
79 236 497 
272 305 7 
328 325 49 
290 250 59 
149 365 990 
439 274 896 
178 171 718 
100 140 481 
208 16 606 
116 418 845 
292 83 13 
470 477 373 
477 327 165 
251 285 616 
382 381 737 
301 239 976 
257 454 809 
261 152 275 
276 250 325 
250 454 287 
438 271 259 
12 213 182 
249 108 329 
146 65 894 
464 296 795 
272 170 425 
343 332 278 
414 322 940 
81 308 143 
256 249 15 
48 477 931 
299 354 564 
327 332 929 
100 424 2 
207 430 754 
355 93 800 
236 307 354 
322 337 753 
277 7 967 
50 329 664 
487 196 142 
48 149 357 
386 154 206 
493 189 181 
416 475 950 
432 215 148 
82 211 555 
382 431 398 
199 103 931 
171 323 345 
302 129 888 
472 46 211 
465 395 872 
266 388 640 
77 57 889 
242 89 866 
446 485 666 
195 59 53 
269 481 108 
467 193 636 
274 328 725 
113 167 606 
23 117 717 
236 48 711 
473 122 193 
247 376 68 
200 235 468 
202 267 899 
382 105 607 
103 234 642 
217 49 516 
306 7 621 
303 281 837 
201 69 776 
344 408 333 
273 481 284 
151 195 779 
400 360 709 
365 207 699 
208 351 645 
57 98 409 
253 300 0 
83 248 488 
156 190 694 
395 90 380 
185 92 161 
237 294 750 
460 43 258 
90 278 345 
362 396 928 
379 311 417 
323 286 171 
389 349 525 
55 486 0 
240 22 225 
379 141 615 
353 152 989 
191 182 433 
300 153 818 
172 94 977 
451 194 835 
424 269 609 
265 229 666 
114 77 788 
53 303 930 
271 221 155 
107 431 320 
343 256 363 
357 274 434 
68 55 214 
154 185 931 
269 59 921 
224 155 435 
169 196 448 
168 42 590 
435 105 817 
435 217 576 
290 76 321 
97 376 819 
447 350 284 
264 455 89 
118 183 706 
21 278 18 
392 355 811 
171 257 615 
86 44 270 
207 151 688 
448 325 715 
425 343 454 
368 498 150 
353 476 92 
91 240 727 
199 358 423 
207 122 601 
259 11 789 
132 444 99 
494 152 806 
59 79 558 
118 371 51 
1 69 933 
336 182 719 
118 29 772 
299 434 406 
184 328 677 
82 321 330 
359 290 7 
455 399 60 
73 265 735 
410 17 758 
323 41 106 
55 303 43 
437 300 294 
32 343 925 
440 216 304 
477 52 740 
301 250 429 
453 208 514 
472 489 407 
214 243 783 
93 19 945 
82 469 518 
242 147 607 
32 309 268 
116 290 444 
103 72 929 
455 231 140 
248 120 165 
285 206 144 
199 244 981 
107 112 868 
78 23 117 
100 318 403 
2 43 830 
177 148 488 
68 210 373 
295 350 583 
364 354 981 
326 280 606 
406 428 792 
404 336 461 
374 94 745 
397 313 916 
386 217 945 
219 15 587 
145 125 87 
159 458 399 
279 452 590 
171 380 421 
115 357 919 
498 167 910 
345 478 67 
223 449 385 
350 336 320 
369 416 583 
231 68 33 
475 287 358 
361 355 937 
295 37 24 
464 167 969 
95 405 208 
81 433 92 
361 230 408 
302 175 277 
271 147 13 
282 248 882 
293 380 67 
252 212 371 
63 431 50 
140 402 242 
263 295 950 
283 495 732 
439 250 982 
134 149 88 
75 402 32 
476 176 211 
274 277 988 
173 423 211 
156 71 14 
210 174 585 
410 146 683 
122 99 22 
475 388 748 
471 154 924 
146 92 765 
310 443 267 
65 300 115 
348 244 85 
195 50 904 
45 462 531 
117 438 998 
137 441 976 
438 183 426 
30 264 9 
177 334 920 
381 162 183 
304 402 538 
452 215 526 
281 141 352 
266 3 120 
30 217 242 
266 471 529 
34 215 841 
365 196 635 
318 493 964 
273 67 818 
257 2 641 
149 235 919 
46 235 326 
327 261 754 
51 63 382 
343 321 233 
471 213 365 
449 353 146 
250 52 489 
56 158 817 
63 202 8 
92 13 826 
382 240 135 
493 368 706 
124 265 890 
132 298 744 
153 432 711 
230 451 330 
165 154 277 
484 179 381 
282 324 45 
398 326 880 
347 492 801 
146 217 212 
438 440 861 
352 163 411 
396 348 390 
412 35 890 
98 309 130 
268 192 57 
45 395 91 
136 69 324 
292 172 248 
357 134 812 
167 324 852 
23 163 378 
368 325 926 
112 312 99 
213 402 332 
42 116 777 
188 57 409 
198 472 230 
214 226 839 
52 246 183 
242 283 336 
202 422 78 
25 264 591 
426 29 392 
105 407 958 
407 170 446 
155 208 308 
262 313 626 
98 500 315 
24 273 585 
2 140 823 
376 165 87 
297 156 315 
403 239 554 
272 258 295 
119 2 36 
149 490 540 
380 157 374 
355 155 91 
155 428 597 
28 375 249 
33 459 111 
447 17 608 
97 4 832 
355 448 827 
167 355 466 
483 229 796 
388 318 547 
258 218 181 
339 361 114 
41 269 534 
369 40 195 
431 7 740 
266 272 476 
133 302 733 
179 350 613 
42 88 854 
58 1 293 
367 472 885 
445 184 507 
351 109 855 
65 186 847 
343 391 605 
245 134 333 
249 337 547 
495 475 410 
112 222 754 
260 244 337 
206 134 626 
449 375 626 
117 443 939 
11 166 777 
105 130 499 
161 325 315 
303 498 220 
81 132 554 
280 434 684 
101 26 801 
54 332 588 
149 275 364 
327 324 168 
141 452 856 
323 223 458 
237 303 961 
267 15 960 
280 200 99 
469 94 433 
51 304 558 
326 391 286 
167 442 133 
129 40 428 
82 102 321 
226 213 808 
396 174 88 
453 213 180 
3 2 145 
38 214 558 
483 27 102 
250 484 220 
20 203 806 
178 329 21 
144 142 400 
324 46 987 
301 364 144 
210 292 558 
200 481 346 
439 55 391 
183 409 760 
479 219 704 
323 476 659 
105 366 2 
101 75 354 
322 229 988 
316 262 412 
62 435 879 
302 339 329 
450 42 725 
325 484 970 
314 321 724 
117 62 303 
172 228 541 
126 110 287 
315 173 801 
234 485 536 
93 251 683 
283 353 950 
264 175 190 
479 457 555 
62 486 406 
74 316 518 
393 414 601 
4 273 685 
348 216 377 
112 218 307 
336 154 777 
17 241 66 
1 398 784 
346 151 323 
130 479 403 
91 422 200 
127 274 875 
453 323 834 
475 108 776 
96 189 806 
413 180 25 
413 209 783 
43 324 435 
492 237 388 
180 18 421 
445 73 228 
51 196 658 
55 217 664 
254 10 684 
446 166 22 
444 163 672 
206 302 478 
469 212 143 
408 189 464 
422 131 184 
177 327 150 
8 420 95 
182 319 507 
406 473 430 
272 283 899 
5 446 645 
74 56 252 
355 370 42 
106 74 636 
392 227 351 
55 137 84 
461 355 219 
405 31 100 
242 174 211 
172 311 62 
375 187 741 
445 270 191 
414 232 678 
160 124 5 
243 398 399 
23 237 693 
247 140 851 
441 46 505 
288 378 503 
105 349 838 
213 444 236 
297 413 82 
85 24 268 
77 351 681 
264 87 898 
185 395 893 
129 3 853 
171 494 295 
177 195 789 
33 380 654 
214 89 723 
498 227 63 
169 352 315 
409 152 219 
24 188 28 
406 463 635 
182 69 262 
450 400 711 
48 164 524 
387 245 255 
202 485 895 
210 6 719 
434 243 833 
311 374 945 
119 352 523 
457 242 559 
300 250 34 
421 149 971 
298 497 843 
458 92 846 
12 64 606 
293 25 860 
4 152 77 
177 67 933 
50 70 989 
306 276 479 
70 186 924 
240 85 797 
139 436 954 
483 267 557 
369 282 802 
455 184 837 
386 266 477 
429 121 228 
329 31 968 
409 223 772 
355 459 908 
139 39 590 
244 455 619 
354 476 59 
388 333 699 
128 141 794 
254 344 646 
144 382 563 
362 408 181 
9 294 969 
405 439 918 
273 62 49 
103 248 405 
347 231 6 
81 444 698 
124 341 727 
190 79 933 
424 364 140 
428 191 490 
226 272 942 
464 267 443 
408 472 564 
278 166 944 
94 360 299 
77 410 63 
255 90 76 
98 354 923 
113 128 347 
82 484 572 
40 390 138 
440 111 56 
213 229 917 
164 493 854 
54 165 674 
100 457 322 
441 448 801 
302 278 173 
85 143 710 
188 66 142 
374 380 411 
268 478 760 
374 120 601 
372 452 224 
176 413 974 
193 68 892 
317 313 895 
191 253 616 
121 157 157 
170 66 39 
394 173 191 
103 54 482 
11 299 55 
73 178 566 
121 385 248 
77 337 230 
467 261 704 
275 421 977 
153 407 30 
449 327 624 
394 311 112 
123 334 814 
49 401 931 
280 297 696 
30 496 601 
18 496 209 
96 310 110 
251 301 283 
364 315 566 
72 400 236 
45 189 661 
429 67 878 
45 361 284 
50 281 482 
237 5 479 
295 473 575 
162 431 269 
366 80 981 
470 84 769 
120 451 570 
415 163 449 
379 232 890 
244 25 466 
6 292 677 
389 469 166 
294 289 964 
60 311 741 
41 48 131 
50 250 676 
154 428 965 
312 250 893 
353 266 804 
5 499 724 
241 3 220 
127 66 262 
455 441 340 
340 371 829 
206 367 157 
327 388 467 
12 179 904 
32 489 624 
366 217 890 
51 436 504 
116 259 231 
273 304 717 
329 88 852 
485 215 246 
483 270 269 
133 93 377 
3 429 426 
476 216 184 
277 48 765 
66 390 388 
138 164 762 
379 446 356 
347 32 315 
186 80 705 
20 366 152 
187 33 495 
144 186 577 
500 239 812 
270 416 432 
200 332 870 
260 16 848 
85 476 731 
160 110 570 
211 493 150 
222 154 391 
284 213 505 
94 124 215 
224 473 361 
472 33 814 
286 316 416 
297 155 124 
12 223 439 
182 373 371 
312 243 181 
187 196 701 
15 22 838 
186 303 306 
187 381 678 
14 272 801 
73 3 444 
320 338 730 
77 464 205 
315 21 954 
288 86 114 
342 395 885 
67 345 867 
183 185 75 
161 20 96 
495 283 697 
328 412 270 
388 99 522 
259 443 409 
29 489 532 
462 293 355 
145 404 111 
465 92 800 
417 77 434 
431 42 227 
386 218 854 
99 440 311 
141 172 13 
25 246 628 
235 238 129 
418 277 167 
326 438 450 
11 233 284 
192 398 814 
239 322 613 
115 487 857 
50 287 294 
342 273 778 
309 442 597 
155 85 958 
464 238 106 
256 223 48 
76 353 952 
244 463 653 
115 133 501 
166 301 302 
220 396 174 
370 248 147 
262 326 677 
222 289 397 
178 327 153 
169 251 538 
153 288 651 
217 297 894 
429 316 701 
460 155 69 
104 56 250 
82 238 227 
222 154 26 
396 23 267 
211 163 300 
402 330 174 
183 352 813 
234 38 762 
350 495 496 
382 300 727 
402 241 842 
359 267 803 
351 438 764 
393 193 915 
329 495 159 
180 418 396 
296 465 127 
205 139 262 
174 167 744 
305 43 861 
184 234 910 
14 333 362 
389 185 377 
304 87 382 
180 62 189 
193 17 820 
165 32 183 
366 113 120 
395 355 658 
32 413 448 
335 467 486 
198 142 937 
303 1 502 
144 278 266 
265 334 722 
16 51 787 
19 208 964 
168 65 852 
145 459 471 
106 140 546 
415 384 954 
366 296 309 
65 467 278 
185 219 440 
225 48 485 
272 348 173 
346 278 600 
387 387 811 
52 467 389 
342 294 768 
489 131 705 
255 306 749 
237 169 329 
462 394 557 
330 63 448 
33 354 769 
263 81 123 
235 287 79 
210 65 539 
320 100 512 
362 44 114 
215 364 990 
3 477 655 
29 221 569 
135 290 945 
218 211 773 
278 335 6 
222 387 334 
90 245 206 
175 464 767 
176 469 19 
241 423 896 
170 320 938 
277 493 975 
23 266 366 
476 174 173 
287 375 859 
16 452 788 
278 218 799 
167 59 296 
176 462 524 
186 410 388 
78 252 522 
393 270 837 
163 46 366 
420 64 365 
25 143 72 
304 344 888 
324 488 102 
371 308 482 
438 281 440 
147 216 772 
118 236 663 
358 73 109 
242 64 778 
293 182 777 
157 469 427 
181 135 707 
129 140 831 
73 372 541 
132 280 642 
134 398 473 
150 141 743 
146 321 317 
208 236 831 
189 308 519 
67 413 326 
85 174 720 
322 318 325 
172 379 789 
39 389 114 
227 269 115 
206 185 336 
5 388 115 
112 466 453 
293 482 579 
467 446 513 
410 132 640 
492 184 617 
139 293 279 
169 152 302 
333 318 893 
105 134 642 
292 142 833 
500 174 413 
42 366 550 
377 46 758 
383 334 938 
158 478 439 
409 213 247 
406 99 123 
7 285 819 
382 204 970 
375 431 578 
104 342 997 
468 387 846 
76 89 288 
481 328 662 
70 452 66 
426 273 811 
262 402 769 
231 153 795 
407 283 970 
476 67 661 
345 132 946 
23 441 941 
22 54 308 
50 393 529 
209 458 301 
107 218 419 
130 215 941 
133 72 264 
408 354 100 
448 5 454 
19 474 268 
40 148 813 
376 237 559 
47 110 344 
493 67 24 
399 145 518 
181 206 56 
199 334 229 
33 475 530 
452 69 13 
166 429 175 
391 119 501 
149 300 669 
176 419 996 
82 453 640 
340 248 368 
96 173 94 
184 500 527 
123 451 426 
280 133 156 
124 320 579 
491 104 581 
134 304 953 
410 64 231 
439 166 67 
459 194 762 
8 288 155 
465 9 697 
344 179 78 
306 452 285 
116 209 256 
123 188 201 
131 338 518 
36 429 402 
444 414 529 
116 492 792 
37 319 88 
429 235 828 
2 125 372 
34 130 318 
333 394 706 
434 31 605 
420 276 371 
352 255 418 
159 261 647 
419 20 871 
394 18 649 
118 186 461 
192 218 909 
109 320 20 
453 467 839 
91 216 465 
121 220 123 
267 290 771 
44 447 538 
192 477 154 
279 219 208 
280 173 659 
495 261 494 
160 391 523 
264 197 646 
427 318 390 
463 107 537 
337 182 513 
450 34 191 
206 148 405 
90 273 223 
145 354 636 
162 390 382 
476 158 421 
312 220 315 
40 486 160 
291 100 50 
190 253 444 
2 464 219 
446 379 875 
173 157 663 
123 186 300 
134 421 993 
16 293 798 
289 480 307 
89 46 430 
484 480 882 
214 240 543 
450 450 380 
59 111 381 
296 397 15 
243 267 922 
233 212 632 
303 480 538 
430 423 800 
116 219 483 
424 333 725 
438 479 582 
287 237 207 
496 400 86 
60 396 894 
255 228 911 
110 196 81 
320 214 751 
61 175 973 
31 409 707 
82 162 614 
393 372 316 
111 312 29 
252 219 269 
174 43 70 
142 455 706 
73 337 829 
317 310 668 
354 360 138 
325 16 802 
251 42 575 
200 300 554 
352 342 497 
184 302 347 
159 446 662 
477 108 126 
171 454 25 
427 202 749 
5 432 599 
428 327 938 
51 132 440 
365 489 642 
486 317 970 
286 468 837 
463 55 572 
451 40 145 
38 329 852 
177 11 667 
225 373 513 
148 429 294 
22 90 848 
193 87 278 
422 85 15 
171 111 105 
132 162 536 
304 236 213 
378 232 605 
493 324 723 
371 445 373 
358 27 824 
97 288 42 
227 370 524 
78 367 302 
44 434 242 
151 4 307 
436 315 345 
135 185 679 
363 297 482 
475 134 623 
303 494 986 
321 301 563 
400 99 43 
114 100 262 
103 18 256 
26 35 674 
440 138 179 
498 99 122 
383 466 323 
207 123 549 
329 166 333 
238 274 199 
289 233 67 
201 16 115 
109 23 475 
351 166 301 
237 61 796 
144 243 249 
76 310 794 
174 256 926 
427 193 922 
67 146 748 
277 152 955 
384 202 498 
434 194 712 
450 7 254 
51 10 70 
359 3 744 
201 85 589 
187 389 130 
363 66 406 
97 188 756 
494 194 45 
51 219 490 
299 435 591 
317 420 530 
164 55 817 
137 494 774 
135 64 770 
158 336 222 
351 319 603 
134 334 853 
184 3 531 
138 21 230 
384 258 852 
337 346 245 
318 161 491 
56 190 775 
156 243 257 
154 293 524 
295 478 666 
452 446 264 
428 376 11 
55 37 636 
93 272 630 
272 364 440 
433 268 187 
229 74 372 
382 217 546 
386 469 48 
91 369 867 
289 258 847 
404 25 108 
436 215 642 
211 381 271 
36 321 943 
43 382 550 
359 199 624 
139 328 422 
205 140 15 
65 243 139 
362 174 599 
363 415 768 
108 88 607 
174 163 93 
424 276 998 
375 318 919 
412 302 716 
269 488 859 
472 465 526 
312 375 321 
448 455 121 
124 241 535 
383 296 376 
69 183 236 
66 96 348 
167 125 771 
346 290 392 
309 73 465 
336 65 213 
351 249 850 
126 251 166 
491 237 616 
26 110 437 
41 194 550 
175 332 307 
423 61 825 
218 170 119 
135 444 258 
172 122 650 
37 211 625 
266 271 952 
122 64 860 
222 50 457 
117 68 188 
345 412 964 
87 369 538 
277 238 819 
309 45 79 
308 391 640 
322 149 849 
208 60 637 
202 312 825 
433 384 745 
171 317 739 
104 195 897 
259 483 670 
405 237 398 
204 79 667 
270 302 243 
185 157 855 
350 128 996 
484 174 733 
163 314 907 
223 221 439 
317 59 933 
408 73 210 
494 473 541 
278 187 489 
361 110 371 
239 390 756 
225 21 1000 
487 33 940 
3 482 619 
256 144 908 
81 406 967 
125 202 196 
402 320 759 
340 247 727 
367 95 622 
467 105 517 
219 264 677 
424 124 369 
386 47 881 
346 193 391 
486 208 939 
422 88 470 
193 65 109 
191 126 214 
223 473 636 
365 233 712 
132 84 140 
167 385 459 
401 402 27 
395 43 261 
237 18 648 
132 321 997 
129 74 961 
375 293 720 
88 412 53 
190 369 722 
403 125 77 
145 443 637 
142 131 364 
410 433 814 
342 364 157 
354 317 314 
210 192 754 
344 433 174 
24 49 241 
293 258 390 
286 342 725 
367 8 428 
105 192 166 
32 379 703 
69 162 905 
437 474 711 
479 157 905 
443 356 417 
146 215 963 
15 355 865 
405 6 971 
344 396 277 
447 13 165 
64 415 869 
499 328 342 
228 193 30 
250 475 806 
90 216 723 
283 297 785 
187 31 523 
436 14 567 
19 442 764 
116 322 208 
239 265 987 
151 408 34 
351 467 464 
268 118 416 
338 227 221 
314 109 242 
71 112 127 
255 241 35 
167 147 779 
107 482 115 
375 447 281 
421 348 5 
363 201 496 
323 368 849 
293 113 386 
210 84 630 
304 234 307 
174 180 609 
104 499 251 
3 35 23 
61 298 432 
435 239 925 
188 250 511 
320 154 621 
184 498 630 
319 126 86 
492 430 110 
497 308 70 
232 417 903 
61 35 452 
377 230 153 
65 43 258 
497 190 756 
89 472 904 
361 126 477 
6 408 58 
134 277 652 
144 439 216 
252 68 502 
42 395 183 
147 249 791 
148 295 223 
403 219 680 
185 323 852 
311 115 216 
173 426 483 
171 194 276 
145 121 455 
76 469 676 
183 323 656 
209 155 40 
462 66 639 
79 24 415 
121 124 901 
350 354 449 
448 282 830 
458 236 437 
484 25 566 
405 403 969 
416 152 484 
420 22 520 
206 93 454 
58 354 75 
222 102 239 
288 190 141 
84 258 247 
243 136 88 
146 368 376 
488 68 675 
270 458 89 
263 390 507 
61 87 992 
453 383 429 
235 132 916 
203 206 597 
217 37 265 
487 149 307 
142 428 977 
136 483 867 
319 289 760 
319 224 505 
300 329 346 
4 204 323 
368 437 846 
18 313 284 
315 437 671 
263 424 66 
179 256 435 
